##SHEET:attacking_map
node_id|from_node_id|next_node_id|parent_action_id|position_family|recommended_followup_tree|is_terminal|edge_label|sort_order|priority_rank|start_position|role|your_action|partner_response|follow_up|end_position|outcome_type|success_condition|failure_risk|gi_no_gi|skill_level|priority|notes|key_details|common_mistakes|concept_tags|chain_family|energy_cost|video_ref_slot|counter_if_fails|reaction_tags|grip_tags
NG-LL-005|NG-A-transition-to-inside-sankaku|LE-SANKAKU|NG-A-transition-to-inside-sankaku|leg_entanglement|Inside Sankaku (Honey Hole) Subtree|No|Opponent frames → Bring inside leg to honey hole|1|1|50/50|Bottom|Transition to inside sankaku (honey hole)|Opponent frames|Bring inside leg to honey hole|Inside sankaku|Leg entanglement|Inside triangle lock|Opponent rotates away|No-gi|Brown|High|Honey hole entry.|Inside triangle; heel exposed|Triangle without heel exposure|leg_entangle;invert;ruleset|honey_hole_chain|High|VID-NG-LL-005|Back to 50/50|R-FRAMES_KNEE|G-HONEYHOLE
NG-LL-006|NG-A-inside-heel-hook|TERM-SUB|NG-A-inside-heel-hook|leg_entanglement|End State: Submission|Yes|Opponent starts to boot up → Finish inside heel hook|1|1|Inside sankaku|Bottom|Inside heel hook|Opponent starts to boot up|Finish inside heel hook|Submission|Submission|Heel inside + rotation|Boot up + rotate|No-gi|Brown|High|Modern leg lock finish.|Heel across centerline; rotate chest|Cranking with arms only|leg_entangle;angle;ruleset|heel_hook_chain|High|VID-NG-LL-006|Calf slicer|R-BOOTS-UP|G-HONEYHOLE
NG-LL-007|NG-A-toe-hold|TERM-SUB|NG-A-toe-hold|leg_entanglement|End State: Submission|Yes|Opponent boots up → Capture foot; finish toe hold|1|2|Ashi garami|Bottom|Toe hold|Opponent boots up|Capture foot; finish toe hold|Submission|Submission|Foot captured; figure-four|Opponent frees foot|No-gi|Purple|Medium|Toe hold from ashi.|Fig-4 foot; rotate medially|Pulling without figure-four|leg_entangle;arm_isolation|toe_hold_chain|Medium|VID-NG-LL-007|Ankle lock|R-BOOTS-UP|G-FIGURE-FOUR;G-ASHI-GARAMI
NG-LL-008|NG-A-kneebar|TERM-SUB|NG-A-kneebar|leg_entanglement|End State: Submission|Yes|Opponent tries to stand → Extend hips across knee|1|2|Leg entanglement|Bottom|Kneebar|Opponent tries to stand|Extend hips across knee|Submission|Submission|Knee across your hips + hip extension|Rotates and stands|No-gi|Purple|Medium|Kneebar classic.|Extend hips; knee extended|Extending arms; not hips|leg_entangle;arm_isolation|kneebar_chain|High|VID-NG-LL-008|Back to ashi|R-STANDS-UP|G-ASHI-GARAMI
NG-LL-009|NG-A-calf-slicer|TERM-SUB|NG-A-calf-slicer|leg_entanglement|End State: Submission|Yes|Opponent stacks → Trap leg with own shin|1|3|Leg entanglement|Bottom|Calf slicer|Opponent stacks|Trap leg with own shin|Submission|Submission|Shin crushes calf against leg|Leg freed|No-gi|Brown|Low|Compression finish.|Shin across calf; pull leg|Without sufficient compression|leg_entangle;arm_isolation|calf_slicer_chain|Medium|VID-NG-LL-009|Toe hold|R-STACK|G-FIGURE-FOUR
NG-LL-010|NG-A-outside-heel-hook|TERM-SUB|NG-A-outside-heel-hook|leg_entanglement|End State: Submission|Yes|Opponent turns out of inside → Threaten outside heel (ruleset)|1|2|50/50|Bottom|Outside heel hook|Opponent turns out of inside|Threaten outside heel (ruleset)|Submission|Submission|Heel aligned; outside configuration|Rotates/escapes|No-gi|Black|Medium|Advanced; ruleset-restricted.|Only when legal in ruleset|Using in illegal ruleset|leg_entangle;ruleset;safety|heel_hook_chain|High|VID-NG-LL-010|Ankle lock|R-ROTATES-OUT|G-OUTSIDE-ASHI
NG-ADV-001|NG-A-chain-attack-kimura-to-back|BK-ROOT|NG-A-chain-attack-kimura-to-back|any|Back Control Tree|No|Opponent bails kimura → Release and take back|1|1|Any|Any|Chain attack: kimura-to-back|Opponent bails kimura|Release and take back|Back control|Back take|Losing kimura but getting shoulder line|Loses connection|No-gi|Purple|High|Classic kimura to back.|Release kimura; take seatbelt as they turn|Fighting kimura when back is there|arm_isolation;connection;chain_attack|kimura_to_back_chain|Medium|VID-NG-ADV-001|Return to kimura trap|R-ROLLS-THROUGH|G-SEATBELT
NG-ADV-002|NG-A-butterfly-to-leg-entanglemen|LE-ROOT|NG-A-butterfly-to-leg-entanglemen|guard_bottom|Leg Entanglement Tree|No|Opponent postures → Load hook; SLX or ashi entry|1|1|Butterfly guard|Bottom|Butterfly to leg entanglement|Opponent postures|Load hook; SLX or ashi entry|Leg entanglement|Leg entry|Butterfly hook + SLX entry|Loses hook|No-gi|Purple|High|Leg game entry.|Hook deep; rotate to inside ashi|No rotation|leg_entangle;angle;hip_mobility|butterfly_to_leg_chain|High|VID-NG-ADV-002|Sweep|R-POSTURE-UP|G-BUTTERFLY-HOOK;G-SLX-CONFIG
NG-ADV-003|NG-A-pass-decision-modern|PIN-TOP-ROOT|NG-A-pass-decision-modern|any|Pin/Passing Top Tree|No|Opponent plays open guard → Choose HQ / leg drag / body lock|1|1|Any|Any|Pass decision (modern)|Opponent plays open guard|Choose HQ / leg drag / body lock|Top position|Pass|Read hip/ankle positions|Forcing wrong pass|No-gi|Brown|High|Advanced pass selection.|Read hip height: HQ for low, leg drag for near, body lock for passive|Forcing one pass|reaction_based;pressure;decision_making|pass_decision_chain|High|VID-NG-ADV-003|Reset stance|R-GUARD-RETENTION|G-NONE
NG-ADV-004|NG-A-mata-le-o-back|TERM-SUB|NG-A-mata-le-o-back|turtle|End State: Submission|Yes|Opponent turtles → Insert hooks + RNC|1|1|Turtle top|Top|Mata leão (back)|Opponent turtles|Insert hooks + RNC|Submission|Submission|Chest-to-back + hooks|Rolls|No-gi|Purple|High|Back finish no-gi.|Harness first; hooks second|Hooks before harness|seatbelt;connection;angle|rnc_chain|Medium|VID-NG-ADV-004|Body triangle|R-TURTLE|G-SEATBELT;G-MATA-LEON
NG-ADV-005|NG-A-guillotine-escape-chain-coun|SC-ROOT|NG-A-guillotine-escape-chain-coun|any|Side Control Top Tree|No|Opponent has guillotine → Pass head; counter|1|1|Any|Any|Guillotine escape chain (counter)|Opponent has guillotine|Pass head; counter|Side control|Escape/pass|Head to side + hip out|Getting finished|No-gi|Brown|High|Critical defense.|Tuck chin; walk head out; control wrist|Pulling back against guillotine|reaction_based;head_position|guillotine_defense|High|VID-NG-ADV-005|Wait out|R-GUILLOTINE-SETUP|G-WRIST-CONTROL
NG-ADV-006|NG-A-scramble-head-inside||NG-A-scramble-head-inside|any||No|Partner scrambles → Win inside head position|1|1|Any|Any|Scramble head inside|Partner scrambles|Win inside head position|Top or neutral|Control|Head inside on centerline|Head outside|No-gi|Purple|High|Scramble rule.|Insert head inside in every scramble|Letting head get outside|head_position;scramble;angle|scramble_chain|Medium|VID-NG-ADV-006|Reset|R-SPINS-OUT|G-HEAD-INSIDE
NG-BLK-001|NG-A-leg-lock-minefield|LE-ROOT|NG-A-leg-lock-minefield|any|Leg Entanglement Tree|No|Opponent enters leg entanglement → Counter-entangle to your leg lock|1|1|Any|Any|Leg lock minefield|Opponent enters leg entanglement|Counter-entangle to your leg lock|Leg entanglement|Leg entry|Read their entry; counter|Tapping during scramble|No-gi|Black|High|Elite counter-leg game.|Match their entanglement with better line|Pulling leg out instead of counter-entering|leg_entangle;reaction_based;safety|leg_minefield_chain|High|VID-NG-BLK-001|Escape to guard|R-LEG-PUMMEL|G-ASHI-GARAMI
NG-BLK-002|NG-A-neutral-transitions||NG-A-neutral-transitions|any||No|Equal position → Maintain positional tempo|1|1|Any|Any|Neutral transitions|Equal position|Maintain positional tempo|Top or back|Control|Read opponent; adjust pressure/tempo|Wasting energy|No-gi|Black|High|Elite tempo management.|Constantly adjust pressure to stay ahead|Holding position|tempo;energy_mgmt;reaction_based|tempo_chain|Medium|VID-NG-BLK-002|Reset|R-HAND-FIGHT|G-NONE

##SHEET:edges
node_id|from_node_id|next_node_id|edge_label|partner_response|follow_up|outcome_type|is_terminal|priority_rank|counter_if_fails
ST-001|ST-A-single-leg-takedown|HGT-ROOT|Partner balance compromised / leg captured → Run the pipe|Partner balance compromised / leg captured|Run the pipe|Takedown|No|1|Switch to double or pull guard
ST-002|ST-A-single-leg-takedown||Partner sprawls → Switch to double or cut corner|Partner sprawls|Switch to double or cut corner|Takedown chain|No|1|Pull guard or sit to single
ST-003|ST-A-single-leg-takedown|HGT-ROOT|Partner applies strong whizzer → Shelf leg and run the pipe|Partner applies strong whizzer|Shelf leg and run the pipe|Takedown|No|1|Limp arm to back or high crotch
ST-004|ST-A-single-leg-takedown||Partner hops on one foot → Trip the far leg|Partner hops on one foot|Trip the far leg|Takedown|No|2|Switch to run the pipe
ST-005|ST-A-double-leg-takedown|ST-ROOT|Partner sprawls → Come up to single leg|Partner sprawls|Come up to single leg|Takedown chain|No|2|Pull guard or reset
ST-006|ST-A-double-leg-takedown|HGT-ROOT|Partner stays upright → Drive through to finish|Partner stays upright|Drive through to finish|Takedown|No|1|Chain to single
ST-007|ST-A-snapdown|FH-ROOT|Partner posts hands on mat → Front headlock|Partner posts hands on mat|Front headlock|Control|No|1|Release and re-tie
ST-008|ST-A-snapdown||Partner resists by standing tall → Attack single leg|Partner resists by standing tall|Attack single leg|Takedown chain|No|1|Re-tie and reset
ST-009|ST-A-arm-drag||Partner steps forward → Attack single leg|Partner steps forward|Attack single leg|Takedown chain|No|2|Re-tie or pull guard
ST-010|ST-A-arm-drag|BK-ROOT|Partner over-rotates → Back take standing|Partner over-rotates|Back take standing|Back take|No|2|Return to single leg
ST-011|ST-A-ankle-pick||Partner weight on target foot → Pick ankle and drive|Partner weight on target foot|Pick ankle and drive|Takedown|No|2|Chain to single
ST-012|ST-A-guard-pull|CG-ROOT|Partner follows to knees → Establish closed guard|Partner follows to knees|Establish closed guard|Guard entry|No|2|Recover with open guard
ST-013|ST-A-guard-pull|OG-ROOT|Partner stays standing → Establish open guard grips|Partner stays standing|Establish open guard grips|Guard entry|No|2|Tech stand-up to reset
CG-001|CG-A-hip-bump-sweep|CG-ROOT|Partner posts hand → Kimura|Partner posts hand|Kimura|Submission threat|No|1|Flow back to hip bump
CG-002|CG-A-hip-bump-sweep|CG-ROOT|Partner drives forward → Guillotine|Partner drives forward|Guillotine|Submission threat|No|2|Release to hip bump
CG-003|CG-A-hip-bump-sweep|MT-ROOT|Partner does not post → Complete hip bump sweep|Partner does not post|Complete hip bump sweep|Sweep|No|1|Kimura or guillotine
CG-004|CG-A-kimura-grip|MT-ROOT|Partner hides hand → Hip bump sweep|Partner hides hand|Hip bump sweep|Sweep|No|1|Roll for kimura
CG-005|CG-A-kimura-grip|TERM-SUB|Partner straightens arm → Armbar|Partner straightens arm|Armbar|Submission|Yes|2|Switch to triangle
CG-006|CG-A-cross-collar-choke|CG-ROOT|Partner postures back → Sit up / break posture|Partner postures back|Sit up / break posture|Control|No|2|Use legs to break posture
CG-007|CG-A-cross-collar-choke|TERM-SUB|Partner drives forward → Angle to armbar|Partner drives forward|Angle to armbar|Submission|Yes|2|Triangle or omoplata
CG-008|CG-A-armbar-from-guard|TERM-SUB-THREAT|Partner pulls arm out → Triangle|Partner pulls arm out|Triangle|Submission threat|No|1|Flow to omoplata
CG-009|CG-A-triangle|TERM-SUB-THREAT|Partner stacks → Switch to armbar or omoplata|Partner stacks|Switch to armbar or omoplata|Submission threat|No|1|Omoplata or flower
CG-010|CG-A-triangle|MT-ROOT|Partner postures before lock → Flower sweep|Partner postures before lock|Flower sweep|Sweep|No|2|Recover closed guard
CG-011|CG-A-scissor-sweep|MT-ROOT|Partner bases wide → Push/knee push sweep|Partner bases wide|Push/knee push sweep|Sweep|No|2|Push or flower sweep
CG-012|CG-A-arm-drag|BK-ROOT|Partner posts far hand → Climb to back|Partner posts far hand|Climb to back|Back take|No|1|Recover guard
CG-013|CG-A-overhook|CG-ROOT|Partner postures hard → Hip bump or omoplata|Partner postures hard|Hip bump or omoplata|Submission threat|No|3|Release to hip bump
OG-001|OG-A-collar-sleeve-control|TERM-SUB-THREAT|Partner drives forward → Triangle|Partner drives forward|Triangle|Submission threat|No|1|Transition to omoplata
OG-002|OG-A-collar-sleeve-control|OG-ROOT|Partner pulls backward → Tripod sweep|Partner pulls backward|Tripod sweep|Sweep|No|1|Sickle sweep
OG-003|OG-A-tripod-sweep|TOP-CONTROL-ROOT|Partner steps foot back → Sickle sweep|Partner steps foot back|Sickle sweep|Sweep|No|2|Tech stand-up
OG-004|OG-A-de-la-riva-guard|TOP-CONTROL-ROOT|Partner pressures knee inward → Off-balance tripod/sickle|Partner pressures knee inward|Off-balance tripod/sickle|Sweep|No|2|Wrestle up
OG-005|OG-A-de-la-riva-guard|ST-SINGLE-LEG|Partner turns knee outward → Wrestle-up|Partner turns knee outward|Wrestle-up|Takedown chain|No|2|Return to open guard
OG-006|OG-A-single-leg-x-entry|TOP-CONTROL-ROOT|Partner stands tall → Elevate and sweep|Partner stands tall|Elevate and sweep|Sweep|No|2|Come up to single
OG-007|OG-A-single-leg-x-entry||Partner strips foot from hip → Come up on single leg|Partner strips foot from hip|Come up on single leg|Takedown chain|No|2|Recover DLR
OG-008|OG-A-omoplata-entry|SC-ROOT|Partner rolls forward → Follow to top|Partner rolls forward|Follow to top|Sweep|No|2|Recover guard
OG-009|OG-A-technical-stand-up|ST-ROOT|Partner backs away → Stand to neutral|Partner backs away|Stand to neutral|Reset|No|1|Re-pull guard
OG-010|OG-A-knee-shield-open-guard||Partner pressures forward → Frame and recover|Partner pressures forward|Frame and recover|Guard retention|No|1|Recompose or stand
OG-011|OG-A-lasso-guard|TOP-CONTROL-ROOT|Partner tries to pass → Off-balance to sweep|Partner tries to pass|Off-balance to sweep|Sweep|No|3|Transition to DLR
HGB-001|HGB-A-knee-shield-to-underhook|HGB-DOGFIGHT|Partner gives underhook → Come to dogfight|Partner gives underhook|Come to dogfight|Sweep/back chain|No|1|Recover knee shield
HGB-002|HGB-A-knee-shield-to-underhook|HGB-ROOT|Partner crossfaces hard → Recover frames|Partner crossfaces hard|Recover frames|Recovery|No|1|Recover full guard
HGB-003|HGB-A-dogfight|HGT-ROOT|Partner whizzers → Old school sweep|Partner whizzers|Old school sweep|Sweep|No|1|Roll under to back
HGB-004|HGB-A-dogfight|TOP-CONTROL-ROOT|Partner posts far hand → Back take or roll under|Partner posts far hand|Back take or roll under|Back take / sweep|No|2|Come up to single
HGB-005|HGB-A-half-butterfly-hook|HGT-ROOT|Partner pressures forward → Elevator sweep|Partner pressures forward|Elevator sweep|Sweep|No|2|Recover knee shield
HGB-006|HGB-A-deep-half-entry|ST-SINGLE-LEG|Partner bases wide → Out back door|Partner bases wide|Out back door|Sweep|No|3|Recover half guard
HGB-007|HGB-A-underhook-half-guard|OG-ROOT|Partner backs hips away → Recover full guard|Partner backs hips away|Recover full guard|Recovery|No|2|Tech stand-up
HGT-001|HGT-A-crossface-and-underhook|SC-ROOT|Partner stays flat → Free knee and pass|Partner stays flat|Free knee and pass|Pass|No|1|Backstep
HGT-002|HGT-A-crossface-and-underhook|SC-ROOT|Partner turns to side → Backstep pass|Partner turns to side|Backstep pass|Pass|No|2|Reset crossface
HGT-003|HGT-A-knee-cut-pass|SC-ROOT|Partner frames → Clear frame and crossface|Partner frames|Clear frame and crossface|Pass|No|1|Switch to leg weave
HGT-004|HGT-A-knee-cut-pass|HGT-ROOT|Partner underhooks → Whizzer and flatten|Partner underhooks|Whizzer and flatten|Control/pass|No|1|Backstep
HGT-005|HGT-A-leg-weave-pass|SC-ROOT|Partner keeps knee shield → Staple and circle|Partner keeps knee shield|Staple and circle|Pass|No|2|Switch to backstep
HGT-006|HGT-A-mount-transition|MT-ROOT|Partner exposes far knee → Slide knee to mount|Partner exposes far knee|Slide knee to mount|Positional advance|No|2|Settle side control
SC-001|SC-A-americana|TERM-SUB|Partner bends arm → Finish Americana|Partner bends arm|Finish Americana|Submission|Yes|2|Switch to straight armbar
SC-002|SC-A-americana|TERM-SUB-THREAT|Partner straightens arm → Straight armbar|Partner straightens arm|Straight armbar|Submission threat|No|2|Switch to kimura
SC-003|SC-A-kimura-grip|BK-ROOT|Partner hides hand → Step over head / trap|Partner hides hand|Step over head / trap|Submission/back take|No|1|Return to side control
SC-004|SC-A-knee-on-belly-transition|TERM-SUB|Partner pushes knee → Spin to armbar|Partner pushes knee|Spin to armbar|Submission|Yes|2|Back to side control
SC-005|SC-A-mount-transition|MT-ROOT|Partner frames → Clear frame; knee slide|Partner frames|Clear frame; knee slide|Positional advance|No|1|Settle side control
SC-006|SC-A-north-south-transition|BK-ROOT|Partner turns away → Take back|Partner turns away|Take back|Back take|No|2|Settle north-south
SC-007|SC-A-paper-cutter-choke|TERM-SUB|Partner leaves collar exposed → Finish choke|Partner leaves collar exposed|Finish choke|Submission|Yes|2|Switch to Americana
MT-001|MT-A-americana|MT-ROOT|Partner keeps elbows low → Climb to high mount|Partner keeps elbows low|Climb to high mount|Positional advance|No|1|Settle low mount
MT-002|MT-A-americana|TERM-SUB|Partner straightens arm → Armbar|Partner straightens arm|Armbar|Submission|Yes|2|Switch to gift wrap
MT-003|MT-A-cross-collar-choke|MT-ROOT|Partner defends neck → Armbar / gift wrap|Partner defends neck|Armbar / gift wrap|Submission/back|No|1|S-mount armbar
MT-004|MT-A-gift-wrap|BK-ROOT|Partner turns away → Take back|Partner turns away|Take back|Back take|No|1|Return to high mount
MT-005|MT-A-s-mount|TERM-SUB|Partner elbow exposed → Armbar|Partner elbow exposed|Armbar|Submission|Yes|1|Return to high mount
MT-006|MT-A-low-mount-pressure|MT-ROOT|Partner bridges hard → Post and grapevine|Partner bridges hard|Post and grapevine|Control|No|1|Reset grips
BK-001|BK-A-rear-naked-choke|BK-ROOT|Partner fights top hand → Trap arm; re-attack|Partner fights top hand|Trap arm; re-attack|Submission threat|No|1|Switch to bow-and-arrow
BK-002|BK-A-rear-naked-choke|MT-ROOT|Partner escapes hips to floor → Mount transition|Partner escapes hips to floor|Mount transition|Positional advance|No|1|Settle in mount
BK-003|BK-A-bow-and-arrow-choke|TERM-SUB|Partner exposes collar → Finish bow-and-arrow|Partner exposes collar|Finish bow-and-arrow|Submission|Yes|1|Switch to RNC
BK-004|BK-A-back-control-retention|MT-ROOT|Partner turns toward choke arm → Follow to mount|Partner turns toward choke arm|Follow to mount|Positional advance|No|1|Settle in mount
BK-005|BK-A-armbar-from-back|TERM-SUB|Partner over-defends choke → Swing leg over head|Partner over-defends choke|Swing leg over head|Submission|Yes|2|Return to back
FH-001|FH-A-guillotine|TERM-SUB|Partner leaves neck exposed → Finish guillotine|Partner leaves neck exposed|Finish guillotine|Submission|Yes|1|Go behind
FH-002|FH-A-guillotine|FH-TURTLE|Partner defends hands → Snap down and go behind|Partner defends hands|Snap down and go behind|Back take/control|No|1|Re-tie front headlock
